drone;total_time;min_time;max_time;mean_time;time_working
drone1;14.778893;4.685759;5.302744;4.926297666666667;0.9985564164567402
drone2;14.778893;4.685759;5.302744;4.926297666666667;0.9031031716198097
drone3;14.778893;4.685759;5.302744;4.926297666666667;0.8833813031712459
